Tweet,Category
http://t.co/2smw1TjSZo Joe Biden drops hints about his next move; teacher donates kidney to her 1st grade student.,neutral
'Joe Biden' appeared on Thursday 3 at the 14th place in the Top20 of Sacramento's Trends: http://t.co/yhQf2bRq0R #trndnl,neutral
@roematthew Have you seen yesterday's @AP article about Joe Biden? He may decide not to run for #POTUS http://t.co/9M90hNYT7b,neutral
Joe Biden on 2016 bid: Not sure I have 'emotional energy to run': Joseph R. Biden said Thursday night he would... http://t.co/mOH0cOu8sU,neutral
The Elizabeth Warren test: Why Joe Biden's presidential run may be over before it begins http://t.co/19Yd0R2NWm #ows #p2,neutral
"Biden: Presidential bid depends on what's best for family: Washington, Sep 4 (EFE).- U.S. Vice President Joe Biden said the most rele...",neutral
Joe Biden came to Miami on Wednesday and sounded at times like a politician with another campaign in him http://t.co/FfKJOjkAWD,positive
Joe Biden and Debbie Wasserman Schultz gush with praise for each other - Sun Sentinel http://t.co/qiOe4oLag2,positive
Joe Biden: Here's my thinking on the 2016 race http://t.co/q5yewQiaOT C'mon Joe! Run! We need the laughs.,neutral
Vice President Joe Biden gave his most striking and somber answer yet on Thursday about whether he plans to run... http://t.co/cbLzh76ZDm,positive
NEW: Joe Biden may not announce a decision on 2016 race until well into the fall. http://t.co/lv8JiYwE1p http://t.co/IEvV3hbTqJ,neutral
Joe Biden: run for presidency dependent on my 'emotional energy'   He want us to clap for him or something? http://t.co/ywxD11E4bo,neutral
ATLANTA (Reuters) - U.S. Vice President Joe Biden said on Thursday he is still trying to determine whether he has the emotional energy to,neutral
"By John Whitesides MIAMi, Fla, Sept 3 (Reuters) - When you are Joe Biden, it's not easy being quiet. While the normally loquacious vice",neutral
ISBPL: #NEWS Joe Biden's wife may share his misgivings about another race: Jill Biden campaigned actively for ... http://t.co/Mmg8wDzAS9,negative
Not Available,negative
Joe Biden's wife may share his misgivings about another race - The Times of India http://t.co/8jokW4TECn,neutral
"Joe Biden may not have the ""emotional energy"" to run for Prez but no problem with the energy level necessary for VP job? #mtp @CNNPolitics",negative
But what's that off in the distant? Is it a bird? Is it a plane? No. It's Joe Biden! https://t.co/1UQP89dDqI,positive
"LIVE: Biden speaks at PA Labor Day parade: Following his speech, Vice President Joe Biden will march with AFL-... http://t.co/x8AQleo2EZ",neutral
"Joe Biden on economy: 'Something is wrong': Vice President Joe Biden warned on Monday that ""something is wrong"" with the American eco...",negative
Joe Biden sat on his hands all this time never disagreeing with O.Too late Joe. U blew it.,negative
"Another democratic candidate entered the race on Sunday, will VP Joe Biden follow suit?  https://t.co/nIG5xJJqGp",positive
"If Joe Biden runs for president, he can count on the kind of union workers he spoke to Monday http://t.co/Bm5ATCrIcl",positive
Joe Biden may just be the answer to stoping the family entitlement in U.S. politics if Martin O'Malley doesn't succeed. Run Joe Run!,positive
Not Available,negative
@marcsteiner111 Don't forget that VP Joe Biden may enter the 2016 Dem Presidential Race &amp; could beat her for the Nomination!,positive
PITTSBURGH (Reuters) - Vice President Joe Biden on Monday gave a glimpse of what a Biden race for the Democratic presidential nomination,neutral
"@Morning_Joe Funny how Joe Biden is in 2nd in your poll, and he's not even running ! #Bernie2016",neutral
Not Available,neutral
@HotCoalsTheatre @Superboltplays Ooh - what's Jurassic Park. Looking now... see you tomorrow!!,positive
This is starting to feel like less like a petting zoo &amp; more like Jurassic Park.  ~me at the strip club for lunch on a Wednesday,negative
Not Available,positive
Last night was the 3rd time dreaming that I was in Jurassic Park man. Best and scariest dreams of my damn life,positive
"Start your weekend with a roar at special IMAX showings of ""Jurassic Park,"" opening tomorrow night! http://t.co/0k59UguBMD",positive
Long day yesterday. Started here at Manawaiopuna Falls. You may know them from Jurassic Park... #Kaua'i #Hawai'i http://t.co/wxhUbl2Cr7,neutral
I agree with all but Jurassic Park. I loved  all three. Haven't seen the 4th yet. http://t.co/R7Ch3MtJXe,positive
One of the summer's biggest questions: When did we start acting like JURASSIC PARK was an all time classic and not 2nd tier Spielberg?,negative
Bush and Clinton are running for their parties nomination. and Jurassic Park (World) is a hit at the box office. Jays are in 1st place,positive
"Well, it's gonna be about 100 tomorrow at @UniStudios. We're gonna have to ride Jurassic Park a few times!",positive
If they made jurassic park today jesse Eisenberg would probably play dr Malcolm and I think he'd do well. Have a good Saturday,positive
"LaZy Saturday afternoon, watching Jurassic Park (original). Sure forgot a lot of the scenes. #SeeingItWithFreshEyes",positive
Jurassic Park may just be my favorite arrangement of all time. And John Williams may just be my favorite composer of all time.,positive
Tearing up watching Jurassic Park for the 1st time in ages. Remembering the awe of seeing it as a kid. Sorry for all who got stuck w J World,neutral
"No joke, but #MyScienceStory is that I read Jurassic Park in 3rd grade and was thereafter obsessed with biology.",positive
Watching Jurassic Park for the 564th time love my Saturday nights,neutral
What does one do when you're up late bored on a Saturday night? Watch Jurassic Park,neutral
Never noticed how the theme music on Sunday Morning Live sounds like the Jurassic Park theme. Fits with all prehistoric views on this show,neutral
Khakis and Jurassic Park shirt for tomorrow.  I'm gonna look hot on the first day of school. Literally... We're experiencing a heat wave.,positive
"""What are you're top 5 movies?"" ""Jurassic park, the lost world jurassic park, Jurassic park 3, Jurassic world, Jurassic park 5th movie 2018""",positive
@Ornsack you may recall the other day I said nothing could save your holiday after that t-shirt...Jurassic Park is the only thing that could,positive
Come out Wednesday evening as we finish off the Cinema under the stars  season with Jurassic Park,positive
"Navy Band concert to feature music from ""Jurassic Park"" tomorrow night at the #redlandsbowl http://t.co/QKP0A0r7CY http://t.co/deVajMJoPf",positive
Not Available,positive
Going to go Jurassic park tomorrow!!!! Pretty excited lol the goal is to continue to find peace and it worked last time. So round 2!!!,positive
Not Available,positive
Come build some Dino builds tomorrow evening at Cinema Under the Stars! Jurassic Park @ReginaDowntown http://t.co/C8VVCl9Tbh,positive
The Imperial March or the Jurassic Park theme? Which is better?,neutral
"@BeccaLFL Just saw the announcement from @ReginaDowntown, tomorrow's movie for #CinemaUnderTheStars is Jurassic Park.",neutral
"New film series Rewind! starts Thursday, August 27 with JURASSIC PARK https://t.co/z6NrCIfhet @BostonGlobe http://t.co/YL577gZswb",positive
So I've found at least 3 different typos in Jurassic Park since I started reading it. C'mon how long has this book been out?,negative
"@Blood_AE setting it up now, gonna finally watch my Jurassic Park blu Ray that's sat there all alone for over a week hahaha",positive
Not Available,neutral
@HillyHindi what about Wicked or a musical or Jurassic Park (I can see if that may be hard) keep up the great work! :),positive
"When I get married, I want to walk down the aisle with the Jurassic Park theme song playing instead of the wedding march",positive
"Guys it's my birthday on Monday can someone buy me some of that Jurassic Park animated TV show concept art, only $600 http://t.co/Dbilk9EmuF",positive
"im so bored i dont want to watch jurassic park for the hundredth time, i just want it to fucking be sunday already..",negative
"Our final IMAX Throwback Weekend of the summer kicks off TOMORROW with special screenings of ""Jurassic Park."" http://t.co/0k59UguBMD",positive
Lay in bed watching Jurassic Park with Henry whilst @HayleyWild_x sorts her stuff for going out tomorrow #dinosaurs #RAWR,positive
Franzen: I will bring back the dinosaurs so I may study them. Editor: How about you watch Jurassic Park? Franzen: Okay!! #FailedFranzenPlans,positive
Woke up and finished making meals for the day. Now watching Jurassic Park on TV. Couldn't ask for a better start to Sunday.,positive
Look for the Jurassic park suv near the Camarillo Air show on Sunday for special discounted passes to c4. Get... http://t.co/jJCEHDOyec,positive
Thank you everybody who joined us for our trip to Jurassic Park and Amity tonight! We'll see you next Saturday... http://t.co/2Juq8FSmQi,positive
"For everyone who lusted after my Jurassic Park jacket, the original print its from is here https://t.co/TPQmIbpnkl",positive
"Ended my 1st Fringe experience with @Superboltplays Jurassic Park! Thank you for a wonderful show, absolutely brilliant!",positive
[humanicators] Free outdoor screening of Jurassic Park on the East Campus Quad - this Wed. at 9pm http://t.co/sAv6nN3VIA,positive
"Thurs, Aug 27 at 7pm! Our new series #Rewind! kicks off with JURASSIC PARK + after party http://t.co/slbqUPtrbX http://t.co/JSeSRMxweI",positive
"@Nick_Major Jurassic Park, I just saw the Friday movies a few months ago, Pitch Perfect, Fight Club, The Matrix, LOTR..",neutral
Jurassic Park Collection with all the 4 movies!  Coming out in Italy October 7th http://t.co/5yZkjM80Ct http://t.co/s9z7HyjwNc,positive
Sitting here watching Jurassic park: the lost world and remembering why the 1st one is my favorite. #ishouldjustwatchthat,negative
Can't wait to see you beautiful people @OkarekaDance at the extra show of Jurassic Park thurs 27th 11pm #edfringe! xx,positive
"@50jwquestions Maybe if they make a 3rd one and it will be the last one like the Jurassic Park movies, then yes",positive
"@RobotJQ Well it may be jarring. Even playing the Walking Dead, Back the Future, GoT and Jurassic Park games by them I found TFTBL jarring.",positive
Stomach sounds like a Jurassic Park movie &amp; I realize I've had about 800 calories today. Keep this up and I may actually lose weight!,positive
Still haven't seen it yet! I love Jurassic Park so much too man. https://t.co/S1nPYSco1i,positive
Thanks @VisitPasadenaCA! Jurassic Park is gonna roar this Saturday night with @jagsunmusic &amp; tasty food trucks! http://t.co/ldgXvcvTGK,positive
Happy 29th Birthday to our #Whistler Library! Free outdoor movie Jurassic Park tonight at 8pm http://t.co/lExsDxxtWw http://t.co/qNm0PRCfrw,positive
Not Available,positive
Host fam just agreed to watch Jurassic Park with me tomorrow night. They've never seen it.  And I'm definitely going to heaven for this.,positive
"Hey dad what should I wear for Jurassic Park day tomorrow? ""Just put your arms in your shirt and walk around like a t-Rex""",positive
Catch a Jurassic double bill on Sun 30th @GlasgowIMAX with Jurassic Park and Jurassic World! http://t.co/C7KDAwGCBM,positive
I've listened to the KSU Clarinet Choir recording of the Jurassic Park theme 11 times today. Currently listening to it for a 12th time.,positive
This time I'm with my brother who may be even more obsessed with the Jurassic Park franchise than I am.,positive
Someone see Jurassic park with me tomorrow,neutral
Jurassic World: This 4th Jurassic Park film shows that a movie doesn't need great characters if the dinosaur scenes in it are super awesome,positive
"@gagravarr looks like we crossed paths, I saw Jurassic Park at Assembly Roxy on Thursday. Back home now, with sore laugh muscles.",positive
"Took son to see Jurassic Park when he was 5, we saw #JurassicWorld at same theater 20 years later. A special moment  https://t.co/MDaUdkiJUE",positive
@jurassicp .... movies that I also love. But the 1st  JURASSIC PARK  is a true Masterpiece in my opion!!!!  Sincerely David H. Taylor,positive
Now we finally get to correct the mistakes of jurassic Park  https://t.co/SWbfYbvKYJ,neutral
I want a slow Sunday consisting of snuggles and cuddles and Jurassic Park.,positive
first day of senior year tomorrow...im gonna wear my jurassic park shirt,positive
@GailSimone I really love the 2nd Jurassic Park and Mummy movies!,positive
Lol my physics professor's 1st job out of college was working on the dinosaurs in Jurassic Park nbd,positive
